,collectionTokenId,value,trait_type
40427,37000073,Width: 12,Paper Armada
40428,37000073,Height: 22,Paper Armada
40429,37000073,Palette: Paddle,Paper Armada
40430,37000073,Base color: White,Paper Armada
40431,37000073,Unit shape: Satelite,Paper Armada
40432,37000073,Coordination: Bad,Paper Armada
40433,37000073,Coloring strategy: Group,Paper Armada
40434,37000074,All Paper Armadas,Paper Armada
40435,37000074,Type: Trooper,Paper Armada
40436,37000074,Angle: Tilted left,Paper Armada
40437,37000074,Width: 12,Paper Armada
40438,37000074,Height: 22,Paper Armada
40439,37000074,Palette: Ducci,Paper Armada
40440,37000074,Base color: White,Paper Armada
40441,37000074,Unit shape: Ship,Paper Armada
40442,37000074,Coordination: Bad,Paper Armada
40443,37000074,Coloring strategy: Group,Paper Armada
40444,37000075,All Paper Armadas,Paper Armada
40445,37000075,Type: Trooper,Paper Armada
40446,37000075,Angle: Rotated left,Paper Armada
40447,37000075,Width: 14,Paper Armada
40448,37000075,Height: 22,Paper Armada
40449,37000075,Palette: Spider King,Paper Armada
40450,37000075,Base color: Black,Paper Armada
40451,37000075,Unit shape: Ship,Paper Armada
40452,37000075,Coordination: Bad,Paper Armada
40453,37000075,Coloring strategy: Group,Paper Armada
40454,37000076,All Paper Armadas,Paper Armada
40455,37000076,Type: Trooper,Paper Armada
40456,37000076,Angle: Tilted left,Paper Armada
40457,37000076,Width: 14,Paper Armada
40458,37000076,Height: 16,Paper Armada
40459,37000076,Palette: Tropico,Paper Armada
40460,37000076,Base color: Black,Paper Armada
40461,37000076,Unit shape: Ship,Paper Armada
40462,37000076,Coordination: Bad,Paper Armada
40463,37000076,Coloring strategy: Group,Paper Armada
40464,37000077,All Paper Armadas,Paper Armada
40465,37000077,Type: Trooper,Paper Armada
40466,37000077,Angle: Rotated left,Paper Armada
40467,37000077,Width: 14,Paper Armada
40468,37000077,Height: 20,Paper Armada
40469,37000077,Palette: Junkyard,Paper Armada
40470,37000077,Base color: White,Paper Armada
40471,37000077,Unit shape: Ship,Paper Armada
40472,37000077,Coordination: Bad,Paper Armada
40473,37000077,Coloring strategy: Group,Paper Armada
40474,37000078,All Paper Armadas,Paper Armada
40475,37000078,Type: Trooper,Paper Armada
40476,37000078,Angle: Tilted right,Paper Armada
40477,37000078,Width: 12,Paper Armada
40478,37000078,Height: 18,Paper Armada
40479,37000078,Palette: Paddle,Paper Armada
40480,37000078,Base color: Black,Paper Armada
40481,37000078,Unit shape: Ship,Paper Armada
40482,37000078,Coordination: Bad,Paper Armada
40483,37000078,Coloring strategy: Group,Paper Armada
40484,37000079,All Paper Armadas,Paper Armada
40485,37000079,Type: Trooper,Paper Armada
40486,37000079,Angle: Tilted right,Paper Armada
40487,37000079,Width: 12,Paper Armada
40488,37000079,Height: 20,Paper Armada
40489,37000079,Palette: Gold Rush,Paper Armada
40490,37000079,Base color: Black,Paper Armada
40491,37000079,Unit shape: Ship,Paper Armada
40492,37000079,Coordination: Bad,Paper Armada
40493,37000079,Coloring strategy: Group,Paper Armada
40494,37000080,All Paper Armadas,Paper Armada
40495,37000080,Type: Carrier,Paper Armada
40496,37000080,Angle: Tilted left,Paper Armada
40497,37000080,Palette: Mysore,Paper Armada
40498,37000080,Crew size: 2,Paper Armada
40499,37000080,Base color: Black,Paper Armada
40500,37000080,Unit shape: Ship,Paper Armada
40501,37000080,Coordination: Good,Paper Armada
40502,37000080,Coloring strategy: Group,Paper Armada
40503,37000081,All Paper Armadas,Paper Armada
40504,37000081,Type: Cruiser,Paper Armada
40505,37000081,Angle: Tilted right,Paper Armada
40506,37000081,Palette: Ducci,Paper Armada
40507,37000081,Crew size: 2,Paper Armada
40508,37000081,Base color: White,Paper Armada
40509,37000081,Unit shape: Ship,Paper Armada
40510,37000081,Coordination: Good,Paper Armada
40511,37000081,Coloring strategy: Main,Paper Armada
40512,37000082,All Paper Armadas,Paper Armada
40513,37000082,Type: Carrier,Paper Armada
40514,37000082,Angle: Tilted left,Paper Armada
40515,37000082,Palette: Ducci,Paper Armada
40516,37000082,Crew size: 2,Paper Armada
40517,37000082,Base color: White,Paper Armada
40518,37000082,Unit shape: Ship,Paper Armada
40519,37000082,Coordination: Good,Paper Armada
40520,37000082,Coloring strategy: Group,Paper Armada
40521,37000083,All Paper Armadas,Paper Armada
40522,37000083,Type: Trooper,Paper Armada
40523,37000083,Angle: Tilted left,Paper Armada
40524,37000083,Width: 16,Paper Armada
40525,37000083,Height: 18,Paper Armada
40526,37000083,Palette: Mysore,Paper Armada
40527,37000083,Base color: White,Paper Armada
40528,37000083,Unit shape: Ship,Paper Armada
40529,37000083,Coordination: Bad,Paper Armada
40530,37000083,Coloring strategy: Group,Paper Armada
40531,37000084,All Paper Armadas,Paper Armada
40532,37000084,Type: Trooper,Paper Armada
40533,37000084,Angle: Tilted left,Paper Armada
40534,37000084,Width: 16,Paper Armada
40535,37000084,Height: 16,Paper Armada
40536,37000084,Palette: Eventide,Paper Armada
40537,37000084,Base color: White,Paper Armada
40538,37000084,Unit shape: Ship,Paper Armada
40539,37000084,Coordination: Bad,Paper Armada
40540,37000084,Coloring strategy: Random,Paper Armada
40541,37000085,All Paper Armadas,Paper Armada
